 data, value 
 2021/07/09 16:27, 39.90000153 
 2021/07/09 16:28, 39.79999924 
 2021/07/09 16:29, 39.90000153 
 2021/07/09 16:30, 39.79999924 
 2021/07/09 16:31, 39.90000153 
 2021/07/09 16:33, 39.79999924 
 2021/07/09 16:34, 39.90000153 
 2021/07/09 16:35, 40.0 
 2021/07/09 16:36, 39.79999924 
 2021/07/09 16:37, 40.0 
 2021/07/09 16:38, 39.90000153 
 2021/07/09 16:40, 39.79999924 
 2021/07/09 16:42, 39.90000153 
 2021/07/09 16:44, 39.79999924 
 2021/07/09 16:46, 39.90000153 
 2021/07/09 16:48, 39.70000076 
 2021/07/09 16:49, 39.79999924 
 2021/07/09 16:51, 39.90000153 
 2021/07/09 16:52, 39.79999924 
 2021/07/09 16:53, 39.90000153 
 2021/07/09 16:54, 40.0 
 2021/07/09 16:55, 39.79999924 
 2021/07/09 16:56, 39.90000153 
 2021/07/09 16:57, 39.70000076 
 2021/07/09 16:58, 40.0 
 2021/07/09 16:59, 39.90000153 
 2021/07/09 17:00, 40.09999847 
 2021/07/09 17:01, 40.0 
 2021/07/09 17:03, 40.09999847 
 2021/07/09 17:04, 39.90000153 
 2021/07/09 17:05, 40.0 
 2021/07/09 17:07, 39.90000153 
 2021/07/09 17:08, 40.09999847 
 2021/07/09 17:09, 39.90000153 
 2021/07/09 17:10, 40.0 
 2021/07/09 17:13, 40.09999847 
 2021/07/09 17:14, 39.90000153 
 2021/07/09 17:15, 40.0 
 2021/07/09 17:16, 39.90000153 
 2021/07/09 17:19, 40.0 
 2021/07/09 17:20, 39.90000153 
 2021/07/09 17:21, 40.0 
 2021/07/09 17:24, 39.79999924 
 2021/07/09 17:25, 40.0 
 2021/07/09 17:26, 39.90000153 
 2021/07/09 17:30, 40.0 
 2021/07/09 17:31, 39.79999924 
 2021/07/09 17:32, 39.90000153 
 2021/07/09 17:33, 40.0 
 2021/07/09 17:34, 39.90000153 
 2021/07/09 17:35, 40.0 
 2021/07/09 17:37, 40.09999847 
 2021/07/09 17:39, 40.0 
 2021/07/09 17:40, 39.90000153 
 2021/07/09 17:42, 40.0 
 2021/07/09 17:46, 39.90000153 
 2021/07/09 17:47, 40.0 
 2021/07/09 17:50, 39.90000153 
 2021/07/09 17:51, 40.09999847 
 2021/07/09 17:52, 40.0 
 2021/07/09 17:53, 39.79999924 
 2021/07/09 17:54, 40.09999847 
 2021/07/09 17:55, 39.90000153 
 2021/07/09 17:57, 40.0 
 2021/07/09 17:58, 39.90000153 
 2021/07/09 17:59, 40.0 
 2021/07/09 18:04, 40.09999847 
 2021/07/09 18:06, 40.0 
 2021/07/09 18:08, 39.79999924 
 2021/07/09 18:09, 39.90000153 
 2021/07/09 18:10, 40.0 
 2021/07/09 18:11, 40.09999847 
 2021/07/09 18:12, 40.0 
 2021/07/09 18:13, 40.09999847 
 2021/07/09 18:14, 39.90000153 
 2021/07/09 18:15, 40.09999847 
 2021/07/09 18:16, 40.0 
 2021/07/09 18:17, 39.79999924 
 2021/07/09 18:18, 40.0 
 2021/07/09 18:19, 39.90000153 
 2021/07/09 18:21, 40.0 
 2021/07/09 18:22, 39.90000153 
 2021/07/09 18:24, 40.20000076 
 2021/07/09 18:25, 40.09999847 
 2021/07/09 18:26, 39.79999924 
 2021/07/09 18:27, 40.0 
 2021/07/09 18:29, 39.79999924 
 2021/07/09 18:30, 40.09999847 
 2021/07/09 18:31, 40.0 
 2021/07/09 18:32, 39.90000153 
 2021/07/09 18:33, 40.0 
 2021/07/09 18:34, 39.90000153 
 2021/07/09 18:36, 40.0 
 2021/07/09 18:37, 39.79999924 
 2021/07/09 18:38, 40.0 
 2021/07/09 18:39, 39.90000153 
 2021/07/09 18:42, 40.0 
 2021/07/09 18:47, 40.09999847 
 2021/07/09 18:48, 40.20000076 
 2021/07/09 18:49, 39.90000153 
 2021/07/09 18:50, 40.09999847 
 2021/07/09 18:51, 40.0 
 2021/07/09 18:52, 40.09999847 
 2021/07/09 18:53, 40.0 
 2021/07/09 18:54, 39.90000153 
 2021/07/09 18:56, 40.0 
 2021/07/09 18:59, 39.90000153 
 2021/07/09 19:00, 40.09999847 
 2021/07/09 19:01, 39.70000076 
 2021/07/09 19:02, 39.79999924 
 2021/07/09 19:03, 39.90000153 
 2021/07/09 19:08, 39.70000076 
 2021/07/09 19:10, 40.0 
 2021/07/09 19:13, 39.90000153 
 2021/07/09 19:15, 40.0 
 2021/07/09 19:16, 39.79999924 
 2021/07/09 19:18, 39.90000153 
 2021/07/09 19:19, 39.79999924 
 2021/07/09 19:20, 40.09999847 
 2021/07/09 19:21, 39.79999924 
 2021/07/09 19:22, 40.0 
 2021/07/09 19:24, 39.90000153 
 2021/07/09 19:27, 39.79999924 
 2021/07/09 19:29, 39.90000153 
 2021/07/09 19:30, 40.0 
 2021/07/09 19:31, 39.90000153 
 2021/07/09 19:32, 40.09999847 
 2021/07/09 19:33, 40.0 
 2021/07/09 19:34, 39.90000153 
 2021/07/09 19:35, 40.0 
 2021/07/09 19:36, 39.90000153 
 2021/07/09 19:37, 40.0 
 2021/07/09 19:39, 39.90000153 
 2021/07/09 19:40, 39.79999924 
 2021/07/09 19:41, 39.90000153 
 2021/07/09 19:43, 40.0 
 2021/07/09 19:44, 39.90000153 
 2021/07/09 19:45, 40.0 
 2021/07/09 19:47, 39.90000153 
 2021/07/09 19:48, 40.09999847 
 2021/07/09 19:49, 39.79999924 
 2021/07/09 19:50, 40.0 
 2021/07/09 19:51, 39.79999924 
 2021/07/09 19:52, 39.70000076 
 2021/07/09 19:53, 40.0 
 2021/07/09 19:54, 39.90000153 
 2021/07/09 19:55, 39.70000076 
 2021/07/09 19:56, 40.09999847 
 2021/07/09 19:57, 39.79999924 
 2021/07/09 19:58, 40.0 
 2021/07/09 20:01, 39.79999924 
 2021/07/09 20:02, 39.70000076 
 2021/07/09 20:03, 40.0 
 2021/07/09 20:05, 40.09999847 
 2021/07/09 20:06, 40.0 
 2021/07/09 20:07, 39.79999924 
 2021/07/09 20:08, 39.90000153 
 2021/07/09 20:09, 40.0 
 2021/07/09 20:11, 39.79999924 
 2021/07/09 20:12, 40.0 
 2021/07/09 20:14, 39.79999924 
 2021/07/09 20:15, 39.90000153 
 2021/07/09 20:16, 40.0 
 2021/07/09 20:17, 39.90000153 
 2021/07/09 20:18, 39.70000076 
 2021/07/09 20:19, 39.90000153 
 2021/07/09 20:20, 40.0 
 2021/07/09 20:21, 39.90000153 
 2021/07/09 20:22, 39.79999924 
 2021/07/09 20:23, 39.90000153 
 2021/07/09 20:24, 40.0 
 2021/07/09 20:27, 39.79999924 
 2021/07/09 20:28, 39.90000153 
 2021/07/09 20:29, 40.0 
 2021/07/09 20:31, 39.79999924 
 2021/07/09 20:32, 40.0 
 2021/07/09 20:33, 39.79999924 
 2021/07/09 20:34, 39.90000153 
 2021/07/09 20:35, 39.79999924 
 2021/07/09 20:37, 39.70000076 
 2021/07/09 20:38, 40.20000076 
 2021/07/09 20:39, 40.0 
 2021/07/09 20:40, 39.90000153 
 2021/07/09 20:41, 39.79999924 
 2021/07/09 20:42, 40.0 
 2021/07/09 20:43, 39.90000153 
 2021/07/09 20:49, 40.09999847 
 2021/07/09 20:50, 39.79999924 
 2021/07/09 20:51, 39.90000153 
 2021/07/09 20:52, 39.79999924 
 2021/07/09 20:53, 39.70000076 
 2021/07/09 20:54, 40.0 
 2021/07/09 20:55, 39.90000153 
 2021/07/09 20:56, 40.09999847 
 2021/07/09 20:57, 40.0 
 2021/07/09 20:58, 39.79999924 
 2021/07/09 20:59, 39.90000153 
 2021/07/09 21:02, 39.79999924 
 2021/07/09 21:03, 39.70000076 
 2021/07/09 21:06, 40.0 
 2021/07/09 21:07, 39.90000153 
 2021/07/09 21:08, 39.70000076 
 2021/07/09 21:09, 39.79999924 
 2021/07/09 21:10, 40.0 
 2021/07/09 21:12, 39.90000153 
 2021/07/09 21:13, 40.0 
 2021/07/09 21:14, 39.90000153 
 2021/07/09 21:15, 40.0 
 2021/07/09 21:16, 39.79999924 
 2021/07/09 21:17, 40.0 
 2021/07/09 21:18, 39.90000153 
 2021/07/09 21:20, 39.79999924 
 2021/07/09 21:21, 40.0 
 2021/07/09 21:22, 39.90000153 
 2021/07/09 21:23, 40.09999847 
 2021/07/09 21:24, 40.0 
 2021/07/09 21:26, 40.09999847 
 2021/07/09 21:27, 40.0 
 2021/07/09 21:30, 39.90000153 
 2021/07/09 21:31, 40.0 
 2021/07/09 21:35, 39.90000153 
 2021/07/09 21:36, 40.0 
 2021/07/09 21:37, 39.79999924 
 2021/07/09 21:38, 39.90000153 
 2021/07/09 21:39, 40.09999847 
 2021/07/09 21:40, 39.79999924 
 2021/07/09 21:41, 39.90000153 
 2021/07/09 21:42, 40.0 
 2021/07/09 21:43, 39.90000153 
 2021/07/09 21:44, 40.09999847 
 2021/07/09 21:45, 39.79999924 
 2021/07/09 21:46, 40.0 
 2021/07/09 21:47, 40.09999847 
 2021/07/09 21:48, 39.90000153 
 2021/07/09 21:51, 40.0 
 2021/07/09 21:53, 40.09999847 
 2021/07/09 21:56, 39.90000153 
 2021/07/09 21:57, 40.09999847 
 2021/07/09 22:03, 39.79999924 
 2021/07/09 22:05, 39.70000076 
 2021/07/09 22:07, 39.79999924 
 2021/07/09 22:08, 39.90000153 
 2021/07/09 22:10, 39.59999847 
 2021/07/09 22:11, 39.90000153 
 2021/07/09 22:12, 40.0 
 2021/07/09 22:15, 40.09999847 
 2021/07/09 22:16, 40.0 
 2021/07/09 22:17, 39.90000153 
 2021/07/09 22:19, 40.0 
 2021/07/09 22:20, 40.09999847 
 2021/07/09 22:21, 39.90000153 
 2021/07/09 22:22, 40.0 
 2021/07/09 22:23, 40.09999847 
 2021/07/09 22:24, 40.0 
 2021/07/09 22:25, 0.0 
 2021/07/09 23:02, 39.59999847 
 2021/07/09 23:03, 39.70000076 
 2021/07/09 23:04, 39.5 
 2021/07/09 23:05, 39.59999847 
 2021/07/09 23:07, 39.70000076 
 2021/07/09 23:08, 39.90000153 
 2021/07/09 23:09, 39.70000076 
 2021/07/09 23:10, 39.5 
 2021/07/09 23:11, 39.70000076 
 2021/07/09 23:12, 39.59999847 
 2021/07/09 23:13, 39.5 
 2021/07/09 23:14, 39.70000076 
 2021/07/09 23:15, 39.59999847 
 2021/07/09 23:16, 39.5 
 2021/07/09 23:17, 39.59999847 
 2021/07/09 23:18, 39.70000076 
 2021/07/09 23:19, 39.59999847 
 2021/07/09 23:20, 39.5 
 2021/07/09 23:21, 39.59999847 
 2021/07/09 23:23, 39.79999924 
 2021/07/09 23:25, 39.5 
 2021/07/09 23:27, 39.59999847 
 2021/07/09 23:29, 39.5 
 2021/07/09 23:30, 39.40000153 
 2021/07/09 23:31, 39.59999847 
 2021/07/09 23:32, 39.40000153 
 2021/07/09 23:33, 39.5 
 2021/07/09 23:35, 39.70000076 
 2021/07/09 23:36, 39.5 
 2021/07/09 23:38, 39.59999847 
 2021/07/09 23:39, 39.29999924 
 2021/07/09 23:40, 39.59999847 
 2021/07/09 23:41, 39.40000153 
 2021/07/09 23:42, 39.59999847 
 2021/07/09 23:43, 39.40000153 
 2021/07/09 23:44, 39.5 
 2021/07/09 23:45, 39.40000153 
 2021/07/09 23:46, 39.5 
 2021/07/09 23:48, 39.59999847 
 2021/07/09 23:49, 39.5 
 2021/07/09 23:53, 39.59999847 
 2021/07/09 23:54, 39.5 
 2021/07/09 23:55, 39.40000153 
 2021/07/09 23:56, 39.5 
 2021/07/09 23:58, 39.29999924 
 2021/07/09 23:59, 39.40000153 
 2021/07/10 00:01, 39.5 
 2021/07/10 00:02, 39.20000076 
 2021/07/10 00:03, 39.40000153 
 2021/07/10 00:04, 39.29999924 
 2021/07/10 00:05, 39.40000153 
 2021/07/10 00:06, 39.29999924 
 2021/07/10 00:09, 39.5 
 2021/07/10 00:10, 39.40000153 
 2021/07/10 00:11, 39.20000076 
 2021/07/10 00:12, 39.29999924 
 2021/07/10 00:13, 39.40000153 
 2021/07/10 00:14, 39.5 
 2021/07/10 00:15, 39.40000153 
 2021/07/10 00:19, 39.5 
 2021/07/10 00:20, 39.29999924 
 2021/07/10 00:21, 39.5 
 2021/07/10 00:22, 39.40000153 
 2021/07/10 00:23, 39.29999924 
 2021/07/10 00:24, 39.40000153 
 2021/07/10 00:25, 39.29999924 
 2021/07/10 00:27, 39.40000153 
 2021/07/10 00:28, 39.20000076 
 2021/07/10 00:29, 39.40000153 
 2021/07/10 00:30, 39.29999924 
 2021/07/10 00:31, 39.40000153 
 2021/07/10 00:32, 39.29999924 
 2021/07/10 00:33, 39.40000153 
 2021/07/10 00:35, 39.5 
 2021/07/10 00:36, 39.29999924 
 2021/07/10 00:37, 39.40000153 
 2021/07/10 00:38, 39.20000076 
 2021/07/10 00:39, 39.40000153 
 2021/07/10 00:40, 39.5 
 2021/07/10 00:41, 39.29999924 
 2021/07/10 00:43, 39.40000153 
 2021/07/10 00:44, 39.5 
 2021/07/10 00:45, 39.40000153 
 2021/07/10 00:49, 39.29999924 
 2021/07/10 00:50, 39.20000076 
 2021/07/10 00:51, 39.29999924 
 2021/07/10 00:52, 39.70000076 
 2021/07/10 00:53, 39.40000153 
 2021/07/10 00:54, 39.5 
 2021/07/10 00:55, 39.40000153 
 2021/07/10 00:56, 39.5 
 2021/07/10 00:57, 39.40000153 
 2021/07/10 00:59, 39.5 
 2021/07/10 01:00, 39.29999924 
 2021/07/10 01:01, 39.40000153 
 2021/07/10 01:02, 39.20000076 
 2021/07/10 01:04, 39.5 
 2021/07/10 01:05, 39.40000153 
 2021/07/10 01:07, 39.20000076 
 2021/07/10 01:08, 39.29999924 
 2021/07/10 01:09, 39.40000153 
 2021/07/10 01:10, 39.5 
 2021/07/10 01:11, 39.29999924 
 2021/07/10 01:13, 39.5 
 2021/07/10 01:14, 39.40000153 
 2021/07/10 01:15, 39.29999924 
 2021/07/10 01:16, 39.40000153 
 2021/07/10 01:18, 39.29999924 
 2021/07/10 01:19, 39.20000076 
 2021/07/10 01:20, 39.40000153 
 2021/07/10 01:21, 39.29999924 
 2021/07/10 01:23, 39.5 
 2021/07/10 01:24, 39.20000076 
 2021/07/10 01:25, 39.40000153 
 2021/07/10 01:26, 39.5 
 2021/07/10 01:27, 39.40000153 
 2021/07/10 01:28, 39.29999924 
 2021/07/10 01:29, 39.40000153 
 2021/07/10 01:30, 39.5 
 2021/07/10 01:31, 39.40000153 
 2021/07/10 01:33, 39.29999924 
 2021/07/10 01:35, 39.40000153 
 2021/07/10 01:37, 39.29999924 
 2021/07/10 01:38, 39.40000153 
 2021/07/10 01:40, 39.5 
 2021/07/10 01:41, 39.20000076 
 2021/07/10 01:42, 39.29999924 
 2021/07/10 01:43, 39.40000153 
 2021/07/10 01:44, 39.5 
 2021/07/10 01:45, 39.59999847 
 2021/07/10 01:46, 39.29999924 
 2021/07/10 01:48, 39.20000076 
 2021/07/10 01:49, 39.5 
 2021/07/10 01:50, 39.20000076 
 2021/07/10 01:51, 39.29999924 
 2021/07/10 01:52, 39.40000153 
 2021/07/10 01:59, 39.5 
 2021/07/10 02:00, 39.29999924 
 2021/07/10 02:01, 39.20000076 
 2021/07/10 02:02, 39.29999924 
 2021/07/10 02:04, 39.40000153 
 2021/07/10 02:05, 39.29999924 
 2021/07/10 02:06, 39.40000153 
 2021/07/10 02:07, 39.29999924 
 2021/07/10 02:08, 39.40000153 
 2021/07/10 02:09, 39.29999924 
 2021/07/10 02:10, 39.40000153 
 2021/07/10 02:12, 39.5 
 2021/07/10 02:14, 39.29999924 
 2021/07/10 02:15, 39.5 
 2021/07/10 02:16, 39.29999924 
 2021/07/10 02:17, 39.59999847 
 2021/07/10 02:18, 39.29999924 
 2021/07/10 02:19, 39.59999847 
 2021/07/10 02:20, 39.40000153 
 2021/07/10 02:21, 39.29999924 
 2021/07/10 02:22, 39.5 
 2021/07/10 02:23, 39.40000153 
 2021/07/10 02:27, 39.29999924 
 2021/07/10 02:28, 39.40000153 
 2021/07/10 02:29, 39.29999924 
 2021/07/10 02:30, 39.40000153 
 2021/07/10 02:31, 39.5 
 2021/07/10 02:32, 39.20000076 
 2021/07/10 02:33, 39.40000153 
 2021/07/10 02:35, 39.29999924 
 2021/07/10 02:36, 39.40000153 
 2021/07/10 02:37, 39.5 
 2021/07/10 02:38, 39.40000153 
 2021/07/10 02:39, 39.29999924 
 2021/07/10 02:40, 39.5 
 2021/07/10 02:41, 39.40000153 
 2021/07/10 02:43, 39.5 
 2021/07/10 02:45, 39.40000153 
 2021/07/10 02:46, 39.5 
 2021/07/10 02:48, 39.29999924 
 2021/07/10 02:50, 39.40000153 
 2021/07/10 02:51, 39.59999847 
 2021/07/10 02:52, 39.29999924 
 2021/07/10 02:53, 39.20000076 
 2021/07/10 02:54, 39.5 
 2021/07/10 02:55, 39.40000153 
 2021/07/10 02:56, 39.29999924 
 2021/07/10 02:59, 39.40000153 
 2021/07/10 03:02, 39.29999924 
 2021/07/10 03:03, 39.5 
 2021/07/10 03:04, 39.29999924 
 2021/07/10 03:05, 39.40000153 
 2021/07/10 03:07, 39.29999924 
 2021/07/10 03:08, 39.40000153 
 2021/07/10 03:10, 39.5 
 2021/07/10 03:12, 39.59999847 
 2021/07/10 03:13, 39.5 
 2021/07/10 03:14, 39.40000153 
 2021/07/10 03:17, 39.5 
 2021/07/10 03:18, 39.40000153 
 2021/07/10 03:19, 39.29999924 
 2021/07/10 03:20, 39.40000153 
 2021/07/10 03:22, 39.29999924 
 2021/07/10 03:23, 39.5 
 2021/07/10 03:25, 39.40000153 
 2021/07/10 03:26, 39.5 
 2021/07/10 03:28, 39.40000153 
 2021/07/10 03:29, 39.59999847 
 2021/07/10 03:30, 39.29999924 
 2021/07/10 03:32, 39.5 
 2021/07/10 03:34, 39.59999847 
 2021/07/10 03:35, 39.5 
 2021/07/10 03:39, 39.40000153 
 2021/07/10 03:40, 39.29999924 
 2021/07/10 03:41, 39.5 
 2021/07/10 03:42, 0.0 
